city,temperature,weather_description,humidity,wind_speed,weather_datetime,region_id,region_name,carbon_intensity,carbon_forecast,carbon_average,generation_mix,carbon_datetime,latitude,longitude
London,6.05,overcast clouds,91,3.13,2025-01-31 22:30:05,13,National,259,267,very high,,2025-01-31T22:00Z,51.5085,-0.1257
Brighton,5.26,broken clouds,95,1.34,2025-01-31 22:35:07,14,National,259,267,very high,,2025-01-31T22:00Z,50.8284,-0.1395
Leeds,4.19,overcast clouds,87,1.54,2025-01-31 22:35:08,15,National,259,267,very high,,2025-01-31T22:00Z,53.7964,-1.5477
Glasgow,3.03,mist,96,1.03,2025-01-31 22:33:38,16,National,259,267,very high,,2025-01-31T22:00Z,55.8652,-4.2576
Swansea,4.12,clear sky,93,0.45,2025-01-31 22:35:11,17,National,259,267,very high,,2025-01-31T22:00Z,51.6208,-3.9432
Inverness,-0.44,broken clouds,94,0.51,2025-01-31 23:35:12,1,National,234,253,high,,2025-01-31T23:00Z,57.4791,-4.224
Edinburgh,3.82,broken clouds,89,1.03,2025-01-31 23:30:22,2,National,234,253,high,,2025-01-31T23:00Z,55.9521,-3.1965
Manchester,5.41,overcast clouds,84,0.51,2025-01-31 23:30:58,3,National,234,253,high,,2025-01-31T23:00Z,53.4809,-2.2374
Newcastle upon Tyne,4.12,broken clouds,87,1.54,2025-01-31 23:34:00,4,National,234,253,high,,2025-01-31T23:00Z,54.9733,-1.614
Sheffield,4.4,overcast clouds,89,0.7,2025-01-31 23:33:21,5,National,234,253,high,,2025-01-31T23:00Z,53.383,-1.4659
Liverpool,4.75,broken clouds,92,1.03,2025-01-31 23:31:07,6,National,234,253,high,,2025-01-31T23:00Z,53.4106,-2.9779
Cardiff,2.3,few clouds,92,2.06,2025-01-31 23:32:11,7,National,234,253,high,,2025-01-31T23:00Z,51.48,-3.18
Birmingham,12.79,overcast clouds,92,2.17,2025-01-31 23:30:31,8,National,234,253,high,,2025-01-31T23:00Z,52.4814,-1.8998
Nottingham,4.72,broken clouds,85,0.51,2025-01-31 23:35:23,9,National,234,253,high,,2025-01-31T23:00Z,52.9536,-1.1505
Cambridge,-0.12,light snow,88,5.14,2025-01-31 23:35:25,10,National,234,253,high,,2025-01-31T23:00Z,52.2,0.1167
Bristol,4.22,moderate rain,82,0.89,2025-01-31 23:35:26,11,National,234,253,high,,2025-01-31T23:00Z,51.4552,-2.5967
Southampton,6.72,scattered clouds,94,1.99,2025-01-31 23:31:09,12,National,234,253,high,,2025-01-31T23:00Z,50.904,-1.4043
London,5.9,overcast clouds,91,2.57,2025-01-31 23:34:02,13,National,234,253,high,,2025-01-31T23:00Z,51.5085,-0.1257
Brighton,5.21,overcast clouds,95,0.45,2025-01-31 23:35:31,14,National,234,253,high,,2025-01-31T23:00Z,50.8284,-0.1395
Leeds,3.78,overcast clouds,88,1.13,2025-01-31 23:35:33,15,National,234,253,high,,2025-01-31T23:00Z,53.7964,-1.5477
Glasgow,2.33,broken clouds,90,0.73,2025-01-31 23:32:22,16,National,234,253,high,,2025-01-31T23:00Z,55.8652,-4.2576
Swansea,3.74,clear sky,91,3.01,2025-01-31 23:35:36,17,National,234,253,high,,2025-01-31T23:00Z,51.6208,-3.9432
Inverness,-2.05,overcast clouds,100,0.0,2025-02-01 00:35:37,1,National,206,201,high,,2025-02-01T00:00Z,57.4791,-4.224
Edinburgh,3.91,mist,88,1.34,2025-02-01 00:30:52,2,National,206,201,high,,2025-02-01T00:00Z,55.9521,-3.1965
Manchester,5.37,overcast clouds,84,0.51,2025-02-01 00:29:06,3,National,206,201,high,,2025-02-01T00:00Z,53.4809,-2.2374
Newcastle upon Tyne,4.12,broken clouds,87,2.57,2025-02-01 00:35:42,4,National,206,201,high,,2025-02-01T00:00Z,54.9733,-1.614
Sheffield,4.4,overcast clouds,88,1.6,2025-02-01 00:33:22,5,National,206,201,high,,2025-02-01T00:00Z,53.383,-1.4659
Liverpool,5.06,overcast clouds,93,1.03,2025-02-01 00:32:59,6,National,206,201,high,,2025-02-01T00:00Z,53.4106,-2.9779
Cardiff,1.59,clear sky,96,1.54,2025-02-01 00:32:24,7,National,206,201,high,,2025-02-01T00:00Z,51.48,-3.18
Birmingham,12.47,broken clouds,92,3.09,2025-02-01 00:28:02,8,National,206,201,high,,2025-02-01T00:00Z,52.4814,-1.8998
Nottingham,4.72,broken clouds,84,1.54,2025-02-01 00:35:48,9,National,206,201,high,,2025-02-01T00:00Z,52.9536,-1.1505
Cambridge,-0.66,overcast clouds,91,6.17,2025-02-01 00:33:34,10,National,206,201,high,,2025-02-01T00:00Z,52.2,0.1167
Bristol,4.04,mist,82,0.45,2025-02-01 00:28:43,11,National,206,201,high,,2025-02-01T00:00Z,51.4552,-2.5967
Southampton,6.72,broken clouds,94,2.79,2025-02-01 00:30:52,12,National,206,201,high,,2025-02-01T00:00Z,50.904,-1.4043
London,5.74,overcast clouds,90,3.09,2025-02-01 00:31:14,13,National,206,201,high,,2025-02-01T00:00Z,51.5085,-0.1257
Brighton,4.93,overcast clouds,95,0.45,2025-02-01 00:31:00,14,National,206,201,high,,2025-02-01T00:00Z,50.8284,-0.1395
Leeds,3.78,overcast clouds,88,1.14,2025-02-01 00:35:55,15,National,206,201,high,,2025-02-01T00:00Z,53.7964,-1.5477
Glasgow,2.15,overcast clouds,91,0.89,2025-02-01 00:35:56,16,National,206,201,high,,2025-02-01T00:00Z,55.8652,-4.2576
Swansea,4.32,few clouds,92,2.48,2025-02-01 00:34:27,17,National,206,201,high,,2025-02-01T00:00Z,51.6208,-3.9432
Inverness,-0.05,overcast clouds,93,0.51,2025-02-01 01:42:52,1,National,185,182,high,,2025-02-01T01:00Z,57.4791,-4.224
Edinburgh,3.2,mist,88,1.79,2025-02-01 01:42:18,2,National,185,182,high,,2025-02-01T01:00Z,55.9521,-3.1965
Manchester,5.42,overcast clouds,85,1.03,2025-02-01 01:39:49,3,National,185,182,high,,2025-02-01T01:00Z,53.4809,-2.2374
Newcastle upon Tyne,4.12,broken clouds,81,1.03,2025-02-01 01:42:57,4,National,185,182,high,,2025-02-01T01:00Z,54.9733,-1.614
Sheffield,4.4,overcast clouds,89,1.89,2025-02-01 01:39:34,5,National,185,182,high,,2025-02-01T01:00Z,53.383,-1.4659
Liverpool,5.05,overcast clouds,93,1.54,2025-02-01 01:42:16,6,National,185,182,high,,2025-02-01T01:00Z,53.4106,-2.9779
Cardiff,4.27,clear sky,89,1.54,2025-02-01 01:42:12,7,National,185,182,high,,2025-02-01T01:00Z,51.48,-3.18
Birmingham,12.82,mist,92,4.63,2025-02-01 01:41:50,8,National,185,182,high,,2025-02-01T01:00Z,52.4814,-1.8998
Nottingham,4.72,overcast clouds,84,1.54,2025-02-01 01:43:04,9,National,185,182,high,,2025-02-01T01:00Z,52.9536,-1.1505
Cambridge,-1.11,overcast clouds,88,6.69,2025-02-01 01:41:55,10,National,185,182,high,,2025-02-01T01:00Z,52.2,0.1167
Bristol,4.01,light rain,83,0.89,2025-02-01 01:42:49,11,National,185,182,high,,2025-02-01T01:00Z,51.4552,-2.5967
Southampton,6.38,broken clouds,96,3.1,2025-02-01 01:43:08,12,National,185,182,high,,2025-02-01T01:00Z,50.904,-1.4043
London,5.36,overcast clouds,90,2.57,2025-02-01 01:41:56,13,National,185,182,high,,2025-02-01T01:00Z,51.5085,-0.1257
Brighton,4.76,overcast clouds,94,0.45,2025-02-01 01:39:32,14,National,185,182,high,,2025-02-01T01:00Z,50.8284,-0.1395
Leeds,3.76,overcast clouds,89,1.34,2025-02-01 01:43:12,15,National,185,182,high,,2025-02-01T01:00Z,53.7964,-1.5477
Glasgow,1.19,overcast clouds,91,1.1,2025-02-01 01:42:17,16,National,185,182,high,,2025-02-01T01:00Z,55.8652,-4.2576
Swansea,3.76,broken clouds,91,2.9,2025-02-01 01:43:15,17,National,185,182,high,,2025-02-01T01:00Z,51.6208,-3.9432
